"ACTIVITY";"AGE";"DERA_MEASURE";"FREQ";"GEO";"GEO_OBJECT";"NUMBER_EMPL";"PCS_ESE";"QUANTILE";"SEX";"UNIT_MEASURE";"WKTIME";"TIME_PERIOD";"OBS_VALUE"
"C_OTH";"Y40T49";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E100T249";"4";"_T";"F";"XDC";"_T";2023;2832.09
"_T";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"423B";"_T";"F";"FT";"_T";2023;33611.48
"_T";"Y_GE60";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"3";"_T";"M";"FT";"FT";2023;154810.75
"G";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E100T249";"3";"_T";"M";"FT";"_T";2023;3372.36
"I";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"3";"_T";"_T";"FT";"FT";2023;16440.66
"_T";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"233B";"_T";"F";"FT";"_T";2023;2931.44
"C29_30";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E2000T4999";"3";"_T";"_T";"FT";"_T";2023;9090.9
"G";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E10T19";"3";"_T";"M";"FT";"_T";2023;2581.17
"OTQ";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"3";"_T";"M";"FT";"PT";2023;1122.67
"_T";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E5T9";"3";"_T";"F";"FT";"_T";2023;15767
"H";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"3";"_T";"_T";"FT";"_T";2023;58888.46
"C26T28";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"3";"_T";"F";"FT";"_T";2023;8437.09
"_T";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"462B";"_T";"_T";"FT";"_T";2023;28020.27
"_T";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"481A";"_T";"F";"FT";"_T";2023;2391.5
"_T";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E5T9";"4";"_T";"F";"XDC";"FT";2023;2311.51
"_T";"Y_GE60";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"463C";"_T";"_T";"XDC";"_T";2023;3523.81
"_T";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"434B";"_T";"_T";"FT";"_T";2023;7302.08
"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"461E";"_T";"F";"XDC";"_T";2023;2657.27
"M_N";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E_LT5";"4";"_T";"F";"XDC";"FT";2023;2308.54
"_T";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"464B";"_T";"M";"FT";"_T";2023;887.39
"_T";"Y_LT30";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"462D";"_T";"_T";"XDC";"_T";2023;2136.42
"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"477D";"_T";"F";"XDC";"_T";2023;2410.41
"G";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"5";"_T";"F";"FT";"PT";2023;69999.34
"M_N";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E_LT5";"5";"_T";"F";"FT";"_T";2023;122610.77
"OTQ";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E5T9";"5";"_T";"_T";"FT";"_T";2023;62134.1
"I";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E20T49";"5";"_T";"_T";"FT";"PT";2023;33767.56
"J";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E_LT5";"5";"_T";"_T";"FT";"_T";2023;2680.68
"_T";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E50T99";"4";"_T";"F";"FT";"FT";2023;43465.75
"R_S";"Y50T59";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E20T49";"4";"_T";"_T";"XDC";"_T";2023;2435.51
"H";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E500T999";"4";"_T";"M";"XDC";"_T";2023;3066.91
"J";"Y40T49";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E20T49";"4";"_T";"M";"XDC";"_T";2023;2769.95
"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"4";"_T";"M";"XDC";"PT";2023;2575.73
"M_N";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E_LT5";"4";"_T";"F";"FT";"FT";2023;37241.97
"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E2000T4999";"4";"_T";"M";"XDC";"FT";2023;3332.99
"_T";"Y50T59";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E50T99";"4";"_T";"_T";"XDC";"PT";2023;2545.86
"OTQ";"Y_GE60";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E20T49";"4";"_T";"_T";"FT";"PT";2023;2488.49
"R_S";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E_LT5";"4";"_T";"F";"FT";"PT";2023;6867.81
"_T";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E250T499";"3";"_T";"F";"XDC";"PT";2023;3687.52
"OTQ";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E20T49";"3";"_T";"F";"XDC";"PT";2023;4089.04
"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"381B";"_T";"_T";"XDC";"_T";2023;3316.26
"G";"Y50T59";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E_LT5";"3";"_T";"_T";"XDC";"PT";2023;3409.69
"_T";"Y_GE60";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"373A";"_T";"_T";"FT";"_T";2023;3539.18
"J";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E_LT5";"3";"_T";"M";"XDC";"_T";2023;3609.37
"F";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E_LT5";"3";"_T";"F";"XDC";"FT";2023;3259.64
"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"375A";"_T";"M";"XDC";"_T";2023;4656.92
"G";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E5T9";"3";"_T";"M";"XDC";"PT";2023;3832.2
"K";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E20T49";"3";"_T";"_T";"XDC";"FT";2023;5782.83
"OTQ";"Y_LT30";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E100T249";"4";"_T";"M";"XDC";"FT";2023;2273.52
"_T";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"472B";"_T";"_T";"FT";"_T";2023;11344.22
"R_S";"Y_LT30";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E_LT5";"4";"_T";"M";"XDC";"FT";2023;1706.19
"_T";"Y_LT30";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E50T99";"4";"_T";"M";"XDC";"FT";2023;2556.02
"I";"Y_LT30";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E5T9";"4";"_T";"F";"XDC";"_T";2023;1959.94
"J";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"5";"_T";"F";"FT";"_T";2023;38583.1
"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"488B";"_T";"M";"XDC";"_T";2023;2558.49
"_T";"Y_GE60";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"462B";"_T";"_T";"XDC";"_T";2023;2664.21
"_T";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"482A";"_T";"_T";"FT";"_T";2023;388.34
"_T";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"462E";"_T";"_T";"FT";"_T";2023;22557.96
"J";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"3";"_T";"_T";"FT";"_T";2023;650734.76
"G";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E20T49";"3";"_T";"F";"FT";"_T";2023;3122.81
"J";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E100T249";"3";"_T";"M";"FT";"_T";2023;24219.38
"_T";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E50T99";"3";"_T";"F";"FT";"_T";2023;49936.66
"M_N";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"3";"_T";"_T";"FT";"FT";2023;269834.07
"_T";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E250T499";"3";"_T";"_T";"FT";"_T";2023;112520.91
"_T";"Y_GE60";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E5T9";"3";"_T";"_T";"FT";"_T";2023;25316.26
"C_OTH";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"3";"_T";"M";"FT";"_T";2023;164242.88
"_T";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E100T249";"3";"_T";"M";"FT";"_T";2023;49085.74
"C29_30";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"3";"_T";"F";"FT";"_T";2023;8666
"F";"Y40T49";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E_LT5";"3";"_T";"_T";"XDC";"_T";2023;2627.98
"C_OTH";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E500T999";"3";"_T";"M";"XDC";"_T";2023;5841.11
"_T";"Y_LT30";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E250T499";"3";"_T";"_T";"XDC";"_T";2023;3085.92
"_T";"Y_GE60";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E250T499";"3";"_T";"_T";"XDC";"PT";2023;5856.69
"_T";"Y_GE60";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E_LT5";"3";"_T";"_T";"XDC";"PT";2023;3781.01
"H";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E_LT5";"3";"_T";"_T";"XDC";"_T";2023;3005.14
"_T";"Y_GE60";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E20T49";"3";"_T";"_T";"XDC";"FT";2023;5898.43
"R_S";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E50T99";"3";"_T";"F";"FT";"_T";2023;2007.87
"OTQ";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E250T499";"3";"_T";"_T";"XDC";"_T";2023;4081.84
"G";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E_LT5";"3";"_T";"_T";"FT";"FT";2023;11865.5
"OTQ";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"5";"_T";"_T";"XDC";"FT";2023;1912.91
"R_S";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"5";"_T";"_T";"XDC";"PT";2023;1674.57
"_T";"Y_GE60";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E10T19";"5";"_T";"F";"XDC";"PT";2023;1939.29
"L";"Y50T59";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E100T249";"5";"_T";"_T";"XDC";"_T";2023;2138.61
"_T";"Y40T49";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E10T19";"5";"_T";"M";"XDC";"FT";2023;2213.06
"OTQ";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E100T249";"5";"_T";"F";"FT";"FT";2023;17165.03
"H";"Y40T49";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E10T19";"5";"_T";"_T";"XDC";"_T";2023;2234.78
"_T";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E5T9";"5";"_T";"_T";"XDC";"_T";2023;1936.7
"OTQ";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E50T99";"5";"_T";"F";"XDC";"PT";2023;1784.36
"F";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E10T19";"5";"_T";"M";"XDC";"_T";2023;2631.36
"_T";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E100T249";"5";"_T";"F";"FT";"FT";2023;61947.84
"M_N";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E100T249";"5";"_T";"M";"FT";"FT";2023;7488.38
"_T";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"5";"_T";"M";"FT";"FT";2023;231032.13
"F";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E_LT5";"5";"_T";"_T";"FT";"_T";2023;7836.87
"G";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E_LT5";"5";"_T";"M";"FT";"_T";2023;13539.19
"C10T12";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E_LT5";"5";"_T";"_T";"FT";"_T";2023;6157.99
"_T";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E250T499";"5";"_T";"_T";"FT";"FT";2023;58135.49
"F";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E5T9";"5";"_T";"_T";"FT";"_T";2023;5415.78
"OTQ";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E500T999";"5";"_T";"_T";"FT";"_T";2023;10715.71
"_T";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E20T49";"5";"_T";"_T";"FT";"PT";2023;35295.06
"_T";"Y50T59";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E250T499";"4";"_T";"_T";"XDC";"PT";2023;2924.65
"OTQ";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E_LT5";"4";"_T";"M";"XDC";"_T";2023;2145.3
"OTQ";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E500T999";"4";"_T";"_T";"XDC";"_T";2023;2646.45
"_T";"Y40T49";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E2000T4999";"4";"_T";"_T";"XDC";"_T";2023;3311.25
"R_S";"Y40T49";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E20T49";"4";"_T";"M";"XDC";"_T";2023;2471.24
"C10T12";"Y40T49";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"4";"_T";"F";"XDC";"_T";2023;2657.08
"OTQ";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E10T19";"4";"_T";"_T";"FT";"PT";2023;3795.94
"G";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"4";"_T";"F";"XDC";"PT";2023;2381.49
"OTQ";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E1000T1999";"4";"_T";"M";"XDC";"_T";2023;2829.37
"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E10T19";"4";"_T";"_T";"XDC";"FT";2023;2542.24
"C_OTH";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E100T249";"5";"_T";"F";"XDC";"_T";2023;2336.23
"I";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E_LT5";"5";"_T";"_T";"XDC";"_T";2023;1734.53
"G";"Y_LT30";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E_LT5";"5";"_T";"M";"XDC";"_T";2023;1727.05
"I";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E10T19";"5";"_T";"F";"FT";"FT";2023;10188.49
"M_N";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E_LT5";"5";"_T";"_T";"XDC";"_T";2023;1978.12
"L";"Y_LT30";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"5";"_T";"_T";"XDC";"_T";2023;1895.35
"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E10T19";"5";"_T";"_T";"XDC";"_T";2023;1958.05
"M_N";"Y40T49";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E10T19";"5";"_T";"F";"XDC";"_T";2023;2162.37
"B_D_E";"Y40T49";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"5";"_T";"_T";"XDC";"_T";2023;2363.23
"F";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"5";"_T";"F";"XDC";"FT";2023;2092.78
"R_S";"Y_GE60";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"5";"_T";"F";"FT";"FT";2023;5828.46
"M_N";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E5T9";"5";"_T";"M";"FT";"FT";2023;6854.61
"M_N";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E10T19";"5";"_T";"F";"FT";"_T";2023;12760.94
"H";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"5";"_T";"M";"FT";"_T";2023;15425.32
"_T";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E20T49";"5";"_T";"M";"FT";"FT";2023;37319.66
"OTQ";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E20T49";"5";"_T";"_T";"FT";"PT";2023;22760.77
"G";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E250T499";"5";"_T";"M";"FT";"_T";2023;8904.7
"M_N";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E_LT5";"5";"_T";"_T";"FT";"FT";2023;25051.6
"_T";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E50T99";"5";"_T";"F";"FT";"FT";2023;67915.65
"OTQ";"Y_GE60";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E50T99";"5";"_T";"M";"FT";"_T";2023;2405.03
"OTQ";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E50T99";"3";"_T";"F";"XDC";"_T";2023;3342.92
"_T";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"311E";"_T";"_T";"FT";"_T";2023;2186.5
"_T";"Y50T59";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E20T49";"3";"_T";"M";"XDC";"PT";2023;5266.49
"OTQ";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E5T9";"3";"_T";"F";"XDC";"FT";2023;3543.67
"OTQ";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E50T99";"3";"_T";"F";"XDC";"PT";2023;3874.61
"OTQ";"Y40T49";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E50T99";"3";"_T";"F";"XDC";"_T";2023;3628.94
"I";"Y40T49";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"3";"_T";"M";"XDC";"FT";2023;3596.84
"_T";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"354A";"_T";"_T";"FT";"_T";2023;1404.55
"_T";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"387F";"_T";"M";"FT";"_T";2023;15209.36
"OTQ";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E10T19";"3";"_T";"M";"XDC";"FT";2023;4416.18
"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"471A";"_T";"F";"XDC";"_T";2023;2243.64
"_T";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E50T99";"4";"_T";"F";"XDC";"FT";2023;2390.77
"_T";"Y50T59";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"467C";"_T";"_T";"XDC";"_T";2023;2894.52
"_T";"Y_GE60";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"467C";"_T";"_T";"FT";"_T";2023;2814.59
"_T";"Y40T49";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"424A";"_T";"_T";"XDC";"_T";2023;2553.71
"_T";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"484B";"_T";"_T";"FT";"_T";2023;3577.21
"OTQ";"Y50T59";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E20T49";"4";"_T";"_T";"XDC";"PT";2023;2412.31
"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"486B";"_T";"F";"XDC";"_T";2023;2754.33
"_T";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"467C";"_T";"M";"FT";"_T";2023;14718.51
"R_S";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E5T9";"4";"_T";"F";"XDC";"_T";2023;1997
"R_S";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E20T49";"3";"_T";"_T";"FT";"_T";2023;2178.4
"F";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E20T49";"3";"_T";"M";"FT";"_T";2023;7529.94
"_T";"Y_GE60";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"210X";"_T";"_T";"XDC";"_T";2023;2667.99
"R_S";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"3";"_T";"M";"FT";"_T";2023;15259.65
"_T";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E1000T1999";"3";"_T";"_T";"FT";"PT";2023;3172.41
"_T";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"3";"_T";"M";"FT";"_T";2023;306626.18
"R_S";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"3";"_T";"_T";"FT";"_T";2023;35493.97
"_T";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E20T49";"3";"_T";"M";"FT";"_T";2023;92576.3
"J";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"3";"_T";"_T";"FT";"_T";2023;214928.85
"I";"Y_GE60";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"3";"_T";"_T";"FT";"FT";2023;3496.51
"H";"_T";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"5";"_T";"M";"FT";"FT";2023;66245.06
"M_N";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E20T49";"5";"_T";"M";"FT";"FT";2023;8814.47
"L";"Y50T59";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"5";"_T";"_T";"FT";"_T";2023;22636.59
"OTQ";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E5T9";"5";"_T";"F";"FT";"FT";2023;10190.95
"R_S";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"5";"_T";"F";"FT";"FT";2023;27049.62
"_T";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E2000T4999";"5";"_T";"_T";"FT";"_T";2023;7788.92
"OTQ";"Y_GE60";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E100T249";"5";"_T";"F";"FT";"_T";2023;10375.59
"M_N";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E250T499";"5";"_T";"M";"FT";"_T";2023;8189.06
"M_N";"Y40T49";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"5";"_T";"_T";"FT";"PT";2023;23316.98
"M_N";"Y30T39";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"E50T99";"5";"_T";"M";"FT";"_T";2023;7043.71
"_T";"Y_GE60";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"479B";"_T";"_T";"XDC";"_T";2023;3056.85
"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"_T";"484A";"_T";"_T";"XDC";"_T";2023;3246.44
"OTQ";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E_LT5";"4";"_T";"_T";"XDC";"FT";2023;2065.26
"M_N";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E5T9";"4";"_T";"F";"XDC";"FT";2023;2422.99
"G";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E10T19";"4";"_T";"F";"XDC";"_T";2023;2345.99
"_T";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"434F";"_T";"_T";"FT";"_T";2023;1515.64
"OTQ";"Y40T49";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E100T249";"4";"_T";"F";"XDC";"_T";2023;2483.91
"_T";"Y_LT30";"EFFECTIFS_EQTP";"A";"F";"FRANCE";"_T";"463C";"_T";"_T";"FT";"_T";2023;4645.23
"_T";"Y30T39";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"A";"F";"FRANCE";"E100T249";"4";"_T";"F";"XDC";"PT";2023;2339.63
